subject_id,epoch_id,start_time_sec,eeg_channel,mean,std,min,max,signal_energy,log_signal_energy,delta_power,theta_power,alpha_power,beta_power,total_power,relative_delta_power,relative_theta_power,relative_alpha_power,relative_beta_power,delta_theta_ratio,alpha_beta_ratio,sleep_stage,sleep_stage_encoded,id,sleep_stage_raw
0,0,0.0,EEG Fpz-Cz,0.3983860055763975,1.5071482135928609,-1.141560090665317,2.346699187912653,1.660814960358849,1.6608149099724696,1.0602519045660832,3.495239863226635,0.22594896542189472,-0.2419552551419875,1.221525133262695,1.0806223657840186,3.4592262423585405,0.1534481582341218,-0.281265506541346,1.0478602057727826,0.22738369430173416,Wake,0,2651,Sleep stage W
0,1,30.0,EEG Fpz-Cz,-1.5426669756003575,0.1773868498417663,-0.4126404040280259,0.6524709969119791,0.023789453741963795,0.023789988353340705,0.0004306195421504335,0.43134387802817614,1.706547555821812,2.2310027004674002,0.11244765818578324,0.021183456479681218,0.45323498653652255,1.7876387615095062,2.270840485171673,0.00019099153538027728,1.7020939360970206,Wake,0,2652,Sleep stage W
0,2,60.0,EEG Fpz-Cz,1.955622575297491,0.8301459469875594,-0.8726895601218241,0.44286917094283507,0.7600125137676612,0.760013131783998,0.44176669848294153,-0.8414484387407376,1.7318916298403577,0.5225583835215765,0.4038482536684803,0.47858501936932546,-0.873316269356367,1.7791125779655772,0.5176439607816284,0.44605861325464113,1.7335406766524084,Wake,0,2653,Sleep stage W
0,3,90.0,EEG Fpz-Cz,-1.3854025496745797,-0.9222659199977886,1.3363574545191632,-1.3672691027028674,-0.9194712479450288,-0.9194716478862324,-0.8113506602644927,-0.974771981372593,1.6071102169071891,-0.6310637133342997,-0.8331543254719913,-0.8296499513469416,-0.9690585721463832,1.7977913228481621,-0.6164685178479629,-0.810583880014311,1.6126063668660982,Wake,0,2654,Sleep stage W
0,4,120.0,EEG Fpz-Cz,-0.6399089506621307,-0.8889893227355994,0.2817855880640701,-0.5089058408962199,-0.8967664609703917,-0.8967668274962389,-0.8235204015877287,0.24525918590338783,1.0657001874432395,-0.7526033218339162,-0.7789944845513693,-0.8441258081371804,0.3199046134354649,1.212339588747615,-0.7443252490541297,-0.8242346651854712,1.0703416187306591,Wake,0,2655,Sleep stage W
0,5,150.0,EEG Fpz-Cz,0.24926117062714528,0.609660654121105,-0.5623569350098951,0.02705207069553813,0.4958560175628751,0.4958566708052494,0.1987734496512416,5.414773741785746,0.4414023084589503,-0.36160456226200016,0.5189551897820631,0.21468801718101488,5.5253789327423135,0.43099745202603273,-0.37848989154690144,0.18455669870741856,0.4435661250320461,Wake,0,2656,Sleep stage W
0,6,180.0,EEG Fpz-Cz,-0.3113643020241044,1.0342104325488284,-1.1438868767142372,0.8775419772438431,1.0160343497756896,1.016034864069848,0.7000453163585056,2.1281920832868657,2.1792204146453966,3.6116207799589595,0.9298515842965377,0.7221207928731245,2.116253895336798,2.1750355924495417,3.5676092316387806,0.6941573116957617,2.1693719761367944,Wake,0,2657,Sleep stage W
0,7,210.0,EEG Fpz-Cz,0.6209388272190332,1.0881990395362646,-0.9188960015087855,1.5404590457458487,1.0862293293166465,1.0862298032087891,1.0826838160252372,0.9232196008368871,-0.7793482341878897,-0.4386917591326992,1.0663080109391088,1.1145509435160157,0.8849043638683033,-0.8600068337881142,-0.4715509128951259,1.0812347382622836,-0.7795671900448069,Wake,0,2658,Sleep stage W
0,8,240.0,EEG Fpz-Cz,-0.4296071063117567,-0.39548748972279685,0.11271004092048258,-0.2739770453883728,-0.5145312605316305,-0.5145311453790794,-0.36744924553564506,1.8382357789494195,0.1457662341033504,-0.2962088207450547,-0.2431548857026211,-0.3616437978456224,1.9462719156094437,0.18530743914305636,-0.2875988317474142,-0.3707075257020812,0.14717044878616908,Wake,0,2659,Sleep stage W
0,9,270.0,EEG Fpz-Cz,0.781440225372809,0.37995708035937376,-0.4186469286916167,1.0131872149469143,0.23767723374767682,0.23767785096082247,0.19222461786086523,0.2474059277495844,0.29352248688091165,0.9635735532550289,0.23013709071037627,0.22121020776796171,0.25543302891189773,0.30167199511187337,0.97413495805175,0.19267108637736863,0.2921398727538514,Wake,0,2660,Sleep stage W
